Configuration;Iteration;The initial best way;Its distance;The best way after algorithm;Its distance
CR-0 PN-100 G-1 PP-10 SM-1 MAX_STEP100 PC-1;4;1-11-13-5-6-10-3-2-7-4-12-14-15-9-8-1;97.31;1-11-13-5-6-10-3-2-7-4-12-14-15-9-8-1;97.31
CR-0 PN-100 G-1 PP-10 SM-1 MAX_STEP100 PC-2;1;4-7-10-12-2-6-8-11-5-9-3-1-13-15-14-4;90.41;4-7-10-12-2-6-8-11-5-9-3-1-13-15-14-4;90.41
CR-0 PN-100 G-1 PP-10 SM-1 MAX_STEP100 PC-2;2;8-14-10-3-6-2-15-12-4-7-9-5-13-11-1-8;67.11;8-14-10-3-6-2-15-12-4-7-9-5-13-11-1-8;67.11
CR-0 PN-100 G-1 PP-10 SM-1 MAX_STEP100 PC-2;3;2-6-15-8-4-12-11-3-5-9-13-1-14-10-7-2;103.36;14-2-12-10-8-1-11-9-7-13-5-3-6-15-4-14;92.13
CR-0 PN-100 G-1 PP-10 SM-1 MAX_STEP100 PC-2;4;12-7-14-2-10-9-6-4-3-13-5-11-8-1-15-12;104.17;7-14-10-9-4-3-6-2-12-13-5-1-11-8-15-7;94.06
CR-0 PN-100 G-1 PP-10 SM-1 MAX_STEP100 PC-3;1;2-14-7-15-1-5-13-11-12-10-4-9-8-6-3-2;104.75;5-9-6-10-14-4-12-3-7-15-2-11-1-8-13-5;87.98
CR-0 PN-100 G-1 PP-10 SM-1 MAX_STEP100 PC-3;2;15-4-10-2-6-3-1-7-8-5-11-9-13-14-12-15;100.53;15-4-10-2-6-3-1-7-8-5-11-9-13-14-12-15;100.53
CR-0 PN-100 G-1 PP-10 SM-1 MAX_STEP100 PC-3;3;1-11-4-10-7-12-14-6-2-15-3-9-5-13-8-1;84.82;1-11-4-10-7-12-14-6-2-15-3-9-5-13-8-1;84.82
CR-0 PN-100 G-1 PP-10 SM-1 MAX_STEP100 PC-3;4;6-2-12-11-4-10-8-5-9-13-1-7-14-15-3-6;102.63;6-2-12-11-4-10-8-5-9-13-1-7-14-15-3-6;102.63
CR-0 PN-100 G-1 PP-10 SM-2 B-2 MAX_STEP10 PC-1;1;13-12-3-9-2-6-4-15-7-14-10-11-5-1-8-13;91.8;13-12-3-9-2-6-4-15-7-14-10-11-5-1-8-13;91.8
CR-0 PN-100 G-1 PP-10 SM-2 B-2 MAX_STEP10 PC-1;2;15-10-3-6-4-2-9-1-5-11-13-7-12-8-14-15;99.29;4-14-1-8-9-7-15-3-6-5-13-11-10-12-2-4;96.34
CR-0 PN-100 G-1 PP-10 SM-2 B-2 MAX_STEP10 PC-1;3;12-2-14-7-15-4-3-10-1-5-11-9-13-8-6-12;103.83;6-8-10-12-11-5-13-1-3-9-15-4-7-14-2-6;98.69
CR-0 PN-100 G-1 PP-10 SM-2 B-2 MAX_STEP10 PC-1;4;13-5-6-3-12-2-9-14-11-1-4-7-15-10-8-13;97.52;13-5-6-3-12-2-9-14-11-1-4-7-15-10-8-13;97.52
CR-0 PN-100 G-1 PP-10 SM-2 B-2 MAX_STEP10 PC-2;1;15-4-6-1-11-9-10-8-14-7-2-12-3-5-13-15;106.03;15-4-6-1-11-9-10-8-14-7-2-12-3-5-13-15;106.03
CR-0 PN-100 G-1 PP-10 SM-2 B-2 MAX_STEP10 PC-2;2;14-8-1-7-10-12-15-2-13-5-11-4-6-3-9-14;98.7;3-6-12-8-13-5-1-11-2-7-14-10-4-15-9-3;83.66
CR-0 PN-100 G-1 PP-10 SM-2 B-2 MAX_STEP10 PC-2;3;8-5-3-9-4-6-2-7-14-15-10-12-13-1-11-8;100.22;11-9-5-8-10-14-1-13-7-12-15-6-3-2-4-11;97.79
CR-0 PN-100 G-1 PP-10 SM-2 B-2 MAX_STEP10 PC-2;4;6-9-3-2-4-10-15-1-14-8-11-5-13-7-12-6;88.6;6-9-3-2-4-10-15-1-14-8-11-5-13-7-12-6;88.6
CR-0 PN-100 G-1 PP-10 SM-2 B-2 MAX_STEP10 PC-3;1;7-14-8-13-15-4-10-9-6-3-12-2-1-5-11-7;106.17;7-14-8-13-15-4-10-9-6-3-12-2-1-5-11-7;106.17
CR-0 PN-100 G-1 PP-10 SM-2 B-2 MAX_STEP10 PC-3;2;5-10-6-3-9-1-11-14-4-2-7-12-15-8-13-5;90.64;5-10-6-3-9-1-11-14-4-2-7-12-15-8-13-5;90.64
CR-0 PN-100 G-1 PP-10 SM-2 B-2 MAX_STEP10 PC-3;3;13-8-2-6-10-14-15-7-4-12-9-1-11-5-3-13;96.2;13-8-2-6-10-14-15-7-4-12-9-1-11-5-3-13;96.2
CR-0 PN-100 G-1 PP-10 SM-2 B-2 MAX_STEP10 PC-3;4;12-2-8-1-13-9-15-5-11-10-14-3-6-7-4-12;101.32;7-2-8-1-13-9-15-5-11-10-14-4-12-3-6-7;100.14
CR-0 PN-100 G-1 PP-10 SM-2 B-2 MAX_STEP50 PC-1;1;12-6-15-4-3-2-8-13-11-1-9-5-14-10-7-12;94.6;3-11-1-13-5-8-14-4-10-15-9-12-2-7-6-3;86.72
CR-0 PN-100 G-1 PP-10 SM-2 B-2 MAX_STEP50 PC-1;2;6-9-3-11-1-14-8-5-13-10-2-12-4-15-7-6;87.57;6-9-3-11-1-14-8-5-13-10-2-12-4-15-7-6;87.57
CR-0 PN-100 G-1 PP-10 SM-2 B-2 MAX_STEP50 PC-1;3;11-2-12-4-10-8-13-1-14-15-6-3-9-7-5-11;99.36;11-2-12-4-10-8-13-1-14-15-6-3-9-7-5-11;99.36
CR-0 PN-100 G-1 PP-10 SM-2 B-2 MAX_STEP50 PC-1;4;14-10-12-2-1-3-8-4-15-7-13-9-6-5-11-14;113.75;7-6-12-4-10-15-9-5-13-14-2-3-8-1-11-7;104.98
CR-0 PN-100 G-1 PP-10 SM-2 B-2 MAX_STEP50 PC-2;1;11-1-14-10-12-8-9-3-7-6-2-15-4-13-5-11;91.26;3-9-11-5-13-15-14-12-10-7-8-1-4-2-6-3;87.35
CR-0 PN-100 G-1 PP-10 SM-2 B-2 MAX_STEP50 PC-2;2;11-3-9-13-1-8-14-10-4-7-15-6-12-2-5-11;78.29;11-3-9-13-1-8-14-10-4-7-15-6-12-2-5-11;78.29
CR-0 PN-100 G-1 PP-10 SM-2 B-2 MAX_STEP50 PC-2;3;15-12-6-9-3-11-14-1-5-8-13-4-10-7-2-15;104.01;15-12-6-9-3-11-14-1-5-8-13-4-10-7-2-15;104.01
CR-0 PN-100 G-1 PP-10 SM-2 B-2 MAX_STEP50 PC-2;4;10-1-8-9-11-13-5-14-6-3-15-12-2-7-4-10;88.32;10-1-8-9-11-13-5-14-6-3-15-12-2-7-4-10;88.32
CR-0 PN-100 G-1 PP-10 SM-2 B-2 MAX_STEP50 PC-3;1;9-3-6-4-7-8-15-12-14-11-5-13-10-2-1-9;104.48;14-4-10-7-12-13-5-9-1-11-2-3-6-8-15-14;95.52
CR-0 PN-100 G-1 PP-10 SM-2 B-2 MAX_STEP50 PC-3;2;13-1-11-4-14-8-5-3-7-10-15-6-12-2-9-13;100.89;13-1-11-4-14-8-5-3-7-10-15-6-12-2-9-13;100.89
CR-0 PN-100 G-1 PP-10 SM-2 B-2 MAX_STEP50 PC-3;3;15-14-5-11-9-2-12-7-6-3-13-10-8-1-4-15;98.1;14-15-8-5-9-2-12-7-6-3-1-13-11-4-10-14;88.5
CR-0 PN-100 G-1 PP-10 SM-2 B-2 MAX_STEP50 PC-3;4;2-9-6-12-3-5-11-13-7-4-1-8-10-14-15-2;95.13;11-13-5-9-6-15-3-7-4-8-14-10-12-2-1-11;86.83
CR-0 PN-100 G-1 PP-10 SM-2 B-2 MAX_STEP100 PC-1;1;9-1-11-5-13-8-6-2-12-14-15-10-4-7-3-9;79.35;9-1-11-5-13-8-6-2-12-14-15-10-4-7-3-9;79.35
CR-0 PN-100 G-1 PP-10 SM-2 B-2 MAX_STEP100 PC-1;2;8-11-5-1-13-6-3-12-14-10-9-7-4-15-2-8;98.62;7-15-5-11-13-3-9-14-10-12-8-1-2-6-4-7;97.67
CR-0 PN-100 G-1 PP-10 SM-2 B-2 MAX_STEP100 PC-1;3;15-10-1-11-13-9-5-3-14-2-6-7-4-8-12-15;95.94;9-3-8-1-15-14-12-4-7-6-2-10-11-13-5-9;89.53
CR-0 PN-100 G-1 PP-10 SM-2 B-2 MAX_STEP100 PC-1;4;5-2-7-6-10-14-15-4-12-3-8-1-9-11-13-5;94.95;10-12-6-9-8-3-2-7-4-15-13-11-5-1-14-10;93.27
CR-0 PN-100 G-1 PP-10 SM-2 B-2 MAX_STEP100 PC-2;1;7-15-4-5-11-1-6-3-2-9-13-8-10-14-12-7;85.58;7-15-4-5-11-1-6-3-2-9-13-8-10-14-12-7;85.58
CR-0 PN-100 G-1 PP-10 SM-2 B-2 MAX_STEP100 PC-2;2;15-1-13-4-5-11-9-3-6-12-7-14-10-8-2-15;97.88;7-12-2-14-15-13-9-3-6-10-1-8-5-11-4-7;95.49
CR-0 PN-100 G-1 PP-10 SM-2 B-2 MAX_STEP100 PC-2;3;9-8-14-10-7-15-6-1-13-5-11-2-12-3-4-9;105.28;14-4-2-12-15-3-6-5-13-11-8-1-9-10-7-14;87.01
CR-0 PN-100 G-1 PP-10 SM-2 B-2 MAX_STEP100 PC-2;4;7-6-3-9-13-12-14-8-5-11-1-15-2-10-4-7;91.26;7-6-3-9-13-12-14-8-5-11-1-15-2-10-4-7;91.26
CR-0 PN-100 G-1 PP-10 SM-2 B-2 MAX_STEP100 PC-3;1;8-1-12-5-11-13-3-2-6-9-4-14-15-7-10-8;95.34;12-10-14-13-11-5-9-8-1-15-2-4-7-6-3-12;89.42
CR-0 PN-100 G-1 PP-10 SM-2 B-2 MAX_STEP100 PC-3;2;2-3-4-14-7-12-15-9-11-10-8-1-13-5-6-2;94.58;6-9-5-13-8-1-10-14-4-15-12-11-7-2-3-6;85.24
CR-0 PN-100 G-1 PP-10 SM-2 B-2 MAX_STEP100 PC-3;3;6-9-2-3-12-15-8-11-10-7-4-14-5-13-1-6;104.81;12-6-3-7-14-10-2-1-9-5-13-11-4-15-8-12;99.2
CR-0 PN-100 G-1 PP-10 SM-2 B-2 MAX_STEP100 PC-3;4;11-4-7-5-3-6-9-2-1-8-14-10-15-12-13-11;103.86;5-11-10-1-13-3-2-6-12-7-4-15-8-14-9-5;94.21
CR-0 PN-100 G-1 PP-10 SM-2 B-4 MAX_STEP10 PC-1;1;9-6-14-15-7-12-3-5-8-13-11-1-10-4-2-9;94.71;1-5-6-3-9-15-7-12-4-2-13-11-10-14-8-1;86.78
CR-0 PN-100 G-1 PP-10 SM-2 B-4 MAX_STEP10 PC-1;2;3-10-6-12-7-4-15-5-11-1-14-8-13-9-2-3;100.08;3-10-6-12-7-4-15-5-11-1-14-8-13-9-2-3;100.08
CR-0 PN-100 G-1 PP-10 SM-2 B-4 MAX_STEP10 PC-1;3;6-3-12-4-10-2-9-5-1-8-13-11-15-14-7-6;91.3;6-3-12-4-10-2-9-5-1-8-13-11-15-14-7-6;91.3
CR-0 PN-100 G-1 PP-10 SM-2 B-4 MAX_STEP10 PC-1;4;15-10-12-4-14-8-9-3-2-5-13-1-11-7-6-15;96.67;9-3-5-11-13-8-7-14-15-12-4-2-6-10-1-9;92.01
CR-0 PN-100 G-1 PP-10 SM-2 B-4 MAX_STEP10 PC-2;1;15-10-12-1-11-6-2-14-3-9-5-13-8-4-7-15;93.77;15-10-12-1-11-6-2-14-3-9-5-13-8-4-7-15;93.77
CR-0 PN-100 G-1 PP-10 SM-2 B-4 MAX_STEP10 PC-2;2;7-15-13-11-9-5-1-10-4-14-8-3-2-12-6-7;93.61;7-15-13-11-9-5-1-10-4-14-8-3-2-12-6-7;93.61
CR-0 PN-100 G-1 PP-10 SM-2 B-4 MAX_STEP10 PC-2;3;7-2-10-11-9-3-6-4-15-12-5-13-8-1-14-7;92.99;7-2-10-11-9-3-6-4-15-12-5-13-8-1-14-7;92.99
CR-0 PN-100 G-1 PP-10 SM-2 B-4 MAX_STEP10 PC-2;4;2-9-11-5-13-4-14-8-10-15-1-12-6-3-7-2;101.39;5-13-1-7-15-14-4-12-3-2-6-10-8-9-11-5;90.23
CR-0 PN-100 G-1 PP-10 SM-2 B-4 MAX_STEP10 PC-3;1;12-2-7-15-1-5-13-3-9-11-8-4-10-6-14-12;96.03;12-2-7-15-1-5-13-3-9-11-8-4-10-6-14-12;96.03
CR-0 PN-100 G-1 PP-10 SM-2 B-4 MAX_STEP10 PC-3;2;4-12-3-6-15-7-9-11-1-13-5-2-14-8-10-4;90.58;8-3-6-12-15-7-9-11-1-13-5-2-14-4-10-8;90.44
CR-0 PN-100 G-1 PP-10 SM-2 B-4 MAX_STEP10 PC-3;3;8-4-6-2-15-12-7-14-11-3-9-5-1-13-10-8;96.29;8-4-6-2-15-12-7-14-11-3-9-5-1-13-10-8;96.29
CR-0 PN-100 G-1 PP-10 SM-2 B-4 MAX_STEP10 PC-3;4;9-2-12-15-13-1-8-6-3-14-7-10-4-11-5-9;99.16;9-2-12-15-13-1-8-6-3-14-7-10-4-11-5-9;99.16
CR-0 PN-100 G-1 PP-10 SM-2 B-4 MAX_STEP50 PC-1;1;11-1-8-13-9-5-6-3-2-4-12-15-10-7-14-11;84.94;11-1-8-13-9-5-6-3-2-4-12-15-10-7-14-11;84.94
CR-0 PN-100 G-1 PP-10 SM-2 B-4 MAX_STEP50 PC-1;2;8-12-1-5-9-11-13-3-2-7-10-4-14-6-15-8;104.42;14-8-1-12-4-7-2-6-15-10-3-9-13-11-5-14;87.67
CR-0 PN-100 G-1 PP-10 SM-2 B-4 MAX_STEP50 PC-1;3;5-1-13-15-12-7-8-11-14-4-10-3-9-2-6-5;103.43;1-13-11-5-9-3-15-12-6-14-4-7-10-2-8-1;83.65
CR-0 PN-100 G-1 PP-10 SM-2 B-4 MAX_STEP50 PC-1;4;5-1-8-11-15-10-12-7-2-3-4-14-6-9-13-5;92.59;5-1-8-11-15-10-12-7-2-3-4-14-6-9-13-5;92.59
CR-0 PN-100 G-1 PP-10 SM-2 B-4 MAX_STEP50 PC-2;1;6-7-14-15-12-4-10-5-1-13-11-9-8-2-3-6;92.05;9-1-11-5-13-12-7-15-8-14-10-4-3-6-2-9;79.85
CR-0 PN-100 G-1 PP-10 SM-2 B-4 MAX_STEP50 PC-2;2;9-8-1-13-11-6-2-4-12-14-7-10-15-5-3-9;95.96;9-8-1-13-11-6-2-4-12-14-7-10-15-5-3-9;95.96
CR-0 PN-100 G-1 PP-10 SM-2 B-4 MAX_STEP50 PC-2;3;2-3-15-4-10-9-6-7-11-13-5-1-8-14-12-2;90.11;13-6-12-2-14-15-7-4-10-1-8-3-9-5-11-13;82.28
CR-0 PN-100 G-1 PP-10 SM-2 B-4 MAX_STEP50 PC-2;4;4-6-2-9-3-5-7-15-10-13-11-1-8-12-14-4;96.87;14-10-3-9-11-1-8-2-7-12-15-6-5-13-4-14;91.54
CR-0 PN-100 G-1 PP-10 SM-2 B-4 MAX_STEP50 PC-3;1;1-14-12-8-10-11-5-3-2-15-7-4-6-9-13-1;98.7;1-14-12-8-10-11-5-3-2-15-7-4-6-9-13-1;98.7
CR-0 PN-100 G-1 PP-10 SM-2 B-4 MAX_STEP50 PC-3;2;8-3-6-9-14-7-15-10-5-11-4-12-2-1-13-8;106.99;8-14-10-5-3-9-15-12-4-6-2-7-1-13-11-8;94.64
CR-0 PN-100 G-1 PP-10 SM-2 B-4 MAX_STEP50 PC-3;3;4-3-6-7-12-13-11-9-2-8-14-10-15-1-5-4;109.21;11-5-14-10-15-7-12-4-2-8-1-13-6-3-9-11;80.34
CR-0 PN-100 G-1 PP-10 SM-2 B-4 MAX_STEP50 PC-3;4;8-13-3-9-6-2-14-5-11-10-4-7-15-12-1-8;94.65;8-13-3-9-6-2-14-5-11-10-4-7-15-12-1-8;94.65
CR-0 PN-100 G-1 PP-10 SM-2 B-4 MAX_STEP100 PC-1;1;8-9-2-6-3-12-15-13-11-5-1-10-4-7-14-8;88.65;1-9-3-6-2-12-15-13-11-10-7-14-4-8-5-1;88.47
CR-0 PN-100 G-1 PP-10 SM-2 B-4 MAX_STEP100 PC-1;2;11-1-14-15-12-10-5-2-4-7-8-6-3-9-13-11;96.69;3-9-13-11-5-4-15-12-2-6-7-14-8-1-10-3;83.32
CR-0 PN-100 G-1 PP-10 SM-2 B-4 MAX_STEP100 PC-1;3;4-15-7-6-14-1-5-11-13-3-9-12-8-10-2-4;97.83;9-3-7-15-2-10-14-4-11-13-5-1-8-12-6-9;82.76
CR-0 PN-100 G-1 PP-10 SM-2 B-4 MAX_STEP100 PC-1;4;3-6-2-12-10-7-11-9-1-5-13-15-14-4-8-3;100.81;1-11-9-3-6-12-8-14-7-10-4-2-15-13-5-1;83.88
CR-0 PN-100 G-1 PP-10 SM-2 B-4 MAX_STEP100 PC-2;1;12-2-13-1-8-14-4-10-11-5-3-15-9-6-7-12;100.28;12-4-8-10-3-2-7-15-14-5-13-11-1-9-6-12;88.55
CR-0 PN-100 G-1 PP-10 SM-2 B-4 MAX_STEP100 PC-2;2;8-1-13-11-5-6-7-4-3-2-15-12-14-9-10-8;99.24;7-12-4-5-1-13-9-11-8-14-2-3-6-10-15-7;89.02
CR-0 PN-100 G-1 PP-10 SM-2 B-4 MAX_STEP100 PC-2;3;1-6-12-4-10-7-14-2-15-11-13-8-3-9-5-1;101.49;15-6-3-9-13-11-2-4-12-14-7-5-1-8-10-15;92.08
CR-0 PN-100 G-1 PP-10 SM-2 B-4 MAX_STEP100 PC-2;4;1-9-8-12-15-4-10-14-7-2-13-6-3-5-11-1;94.91;8-1-13-11-15-4-10-14-7-2-12-5-9-6-3-8;83.42
CR-0 PN-100 G-1 PP-10 SM-2 B-4 MAX_STEP100 PC-3;1;12-7-6-2-13-1-11-5-8-3-9-14-4-10-15-12;89.6;15-12-6-2-13-1-11-5-8-3-9-14-10-4-7-15;84.84
CR-0 PN-100 G-1 PP-10 SM-2 B-4 MAX_STEP100 PC-3;2;4-10-11-9-3-13-8-5-1-14-15-2-6-7-12-4;95.23;9-5-13-8-1-14-7-4-11-2-12-10-15-6-3-9;89.06
CR-0 PN-100 G-1 PP-10 SM-2 B-4 MAX_STEP100 PC-3;3;5-1-14-13-11-12-9-3-6-2-4-10-15-7-8-5;95.68;11-14-10-12-13-5-9-3-6-2-4-15-7-1-8-11;81.25
CR-0 PN-100 G-1 PP-10 SM-2 B-4 MAX_STEP100 PC-3;4;9-11-5-13-2-4-14-15-6-3-8-1-7-12-10-9;101.04;8-5-1-9-3-6-2-12-14-10-11-13-15-7-4-8;84.31
CR-0 PN-100 G-1 PP-50 SM-1 MAX_STEP10 PC-1;1;7-15-8-10-12-6-3-4-2-14-1-5-13-11-9-7;94.72;7-15-8-10-12-6-3-4-2-14-1-5-13-11-9-7;94.72
CR-0 PN-100 G-1 PP-50 SM-1 MAX_STEP10 PC-1;2;13-1-8-5-2-11-7-15-14-10-4-12-3-6-9-13;97.23;13-1-8-5-2-11-7-15-14-10-4-12-3-6-9-13;97.23
CR-0 PN-100 G-1 PP-50 SM-1 MAX_STEP10 PC-1;3;11-5-13-12-6-3-9-4-14-7-10-1-8-2-15-11;100.75;11-5-13-12-6-3-9-4-14-7-10-1-8-2-15-11;100.75
CR-0 PN-100 G-1 PP-50 SM-1 MAX_STEP10 PC-1;4;3-15-12-8-9-13-11-1-5-10-14-7-4-2-6-3;87.18;3-15-12-8-9-13-11-1-5-10-14-7-4-2-6-3;87.18
CR-0 PN-100 G-1 PP-50 SM-1 MAX_STEP10 PC-2;1;12-8-1-9-3-2-15-4-10-5-13-6-11-14-7-12;102.09;12-8-1-9-3-2-15-4-10-5-13-6-11-14-7-12;102.09
CR-0 PN-100 G-1 PP-50 SM-1 MAX_STEP10 PC-2;2;11-5-13-1-9-3-12-8-15-2-10-4-14-6-7-11;103.02;11-5-13-1-9-3-12-8-15-2-10-4-14-6-7-11;103.02
CR-0 PN-100 G-1 PP-50 SM-1 MAX_STEP10 PC-2;3;12-14-15-3-6-13-9-11-5-1-7-4-8-10-2-12;99.25;12-14-15-3-6-13-9-11-5-1-7-4-8-10-2-12;99.25
CR-0 PN-100 G-1 PP-50 SM-1 MAX_STEP10 PC-2;4;4-10-3-9-5-13-14-1-11-8-2-6-15-12-7-4;87.23;15-11-1-8-13-5-9-3-12-4-10-14-6-7-2-15;84.72
CR-0 PN-100 G-1 PP-50 SM-1 MAX_STEP10 PC-3;1;11-5-3-9-12-15-7-4-10-2-6-8-13-14-1-11;94;11-5-3-9-12-15-7-4-10-2-6-8-13-14-1-11;94
CR-0 PN-100 G-1 PP-50 SM-1 MAX_STEP10 PC-3;2;7-6-9-5-1-2-12-3-10-8-13-11-14-4-15-7;96.71;7-6-9-5-1-2-12-3-10-8-13-11-14-4-15-7;96.71
CR-0 PN-100 G-1 PP-50 SM-1 MAX_STEP10 PC-3;3;10-14-1-8-7-6-11-13-5-9-2-12-3-15-4-10;90.1;10-14-1-8-7-6-11-13-5-9-2-12-3-15-4-10;90.1
CR-0 PN-100 G-1 PP-50 SM-1 MAX_STEP10 PC-3;4;9-10-14-2-3-6-11-13-1-8-5-4-12-15-7-9;98.04;9-10-14-2-3-6-11-13-1-8-5-4-12-15-7-9;98.04
CR-0 PN-100 G-1 PP-50 SM-1 MAX_STEP50 PC-1;1;4-6-7-12-5-11-1-8-13-9-3-15-2-14-10-4;90.05;4-6-7-12-5-11-1-8-13-9-3-15-2-14-10-4;90.05
CR-0 PN-100 G-1 PP-50 SM-1 MAX_STEP50 PC-1;2;15-7-2-12-14-6-4-10-8-1-11-5-9-3-13-15;87.88;3-7-4-10-14-8-12-15-2-9-1-13-11-5-6-3;83.42
CR-0 PN-100 G-1 PP-50 SM-1 MAX_STEP50 PC-1;3;11-10-2-4-7-15-8-14-1-13-5-3-6-9-12-11;102.44;9-4-10-2-12-7-6-3-5-13-11-1-14-8-15-9;89.44
CR-0 PN-100 G-1 PP-50 SM-1 MAX_STEP50 PC-1;4;15-8-1-11-9-3-12-10-2-14-7-4-5-13-6-15;102.5;1-8-13-14-10-4-15-11-9-7-3-6-2-12-5-1;101.95
CR-0 PN-100 G-1 PP-50 SM-1 MAX_STEP50 PC-2;1;6-2-15-4-12-7-3-11-8-13-1-5-9-14-10-6;93.8;6-2-15-4-12-7-3-11-8-13-1-5-9-14-10-6;93.8
CR-0 PN-100 G-1 PP-50 SM-1 MAX_STEP50 PC-2;2;5-13-11-9-6-12-15-8-3-7-4-2-14-10-1-5;93.41;5-13-11-9-6-12-15-8-3-7-4-2-14-10-1-5;93.41
CR-0 PN-100 G-1 PP-50 SM-1 MAX_STEP50 PC-2;3;5-8-15-4-12-14-10-1-9-2-7-6-3-11-13-5;90.09;5-8-15-4-12-14-10-1-9-2-7-6-3-11-13-5;90.09
CR-0 PN-100 G-1 PP-50 SM-1 MAX_STEP50 PC-2;4;12-7-4-15-5-13-1-8-14-3-9-11-2-6-10-12;92.92;12-7-4-15-5-13-1-8-14-3-9-11-2-6-10-12;92.92
CR-0 PN-100 G-1 PP-50 SM-1 MAX_STEP50 PC-3;1;2-8-11-9-3-6-7-1-10-4-15-14-13-5-12-2;101.43;10-8-9-3-4-2-6-15-14-11-1-5-13-12-7-10;97.4
CR-0 PN-100 G-1 PP-50 SM-1 MAX_STEP50 PC-3;2;6-9-3-12-5-1-8-13-11-15-7-14-2-4-10-6;100.86;5-11-1-8-9-14-10-4-2-3-12-6-15-7-13-5;92.89
CR-0 PN-100 G-1 PP-50 SM-1 MAX_STEP50 PC-3;3;12-14-10-9-3-8-5-1-13-11-4-15-2-6-7-12;92.04;12-14-10-9-3-8-5-1-13-11-4-15-2-6-7-12;92.04
CR-0 PN-100 G-1 PP-50 SM-1 MAX_STEP50 PC-3;4;6-12-7-5-1-13-11-9-3-4-15-2-10-8-14-6;94.29;6-12-7-5-1-13-11-9-3-4-15-2-10-8-14-6;94.29
CR-0 PN-100 G-1 PP-50 SM-1 MAX_STEP100 PC-1;1;9-2-12-4-5-11-13-3-8-10-14-7-15-6-1-9;105.19;9-3-6-7-14-11-13-5-8-15-4-10-12-2-1-9;87.92
CR-0 PN-100 G-1 PP-50 SM-1 MAX_STEP100 PC-1;2;6-7-12-9-1-4-13-11-5-8-10-14-15-2-3-6;95.07;14-10-15-6-9-2-12-3-11-1-13-5-8-7-4-14;87.98
CR-0 PN-100 G-1 PP-50 SM-1 MAX_STEP100 PC-1;3;13-11-7-3-9-6-1-14-12-4-2-15-10-8-5-13;100.24;14-8-13-9-5-6-2-7-4-12-15-10-3-1-11-14;96.74
CR-0 PN-100 G-1 PP-50 SM-1 MAX_STEP100 PC-1;4;2-15-6-3-1-8-14-5-13-11-9-12-7-4-10-2;87.95;2-15-6-3-1-8-14-5-13-11-9-12-7-4-10-2;87.95
CR-0 PN-100 G-1 PP-50 SM-1 MAX_STEP100 PC-2;1;4-14-6-1-13-8-11-5-9-3-2-7-15-10-12-4;85.34;4-14-6-1-13-8-11-5-9-3-2-7-15-10-12-4;85.34
CR-0 PN-100 G-1 PP-50 SM-1 MAX_STEP100 PC-2;2;1-8-2-12-6-10-5-13-9-3-14-7-15-4-11-1;97.53;1-8-2-12-6-10-5-13-9-3-14-7-15-4-11-1;97.53
CR-0 PN-100 G-1 PP-50 SM-1 MAX_STEP100 PC-2;3;10-4-14-2-6-15-12-3-7-8-1-9-5-13-11-10;92.67;10-4-14-2-6-15-12-3-7-8-1-9-5-13-11-10;92.67
CR-0 PN-100 G-1 PP-50 SM-1 MAX_STEP100 PC-2;4;11-13-5-12-4-10-7-1-2-15-3-9-6-14-8-11;103.37;1-8-7-10-12-4-2-9-5-11-15-14-3-6-13-1;101.28
CR-0 PN-100 G-1 PP-50 SM-1 MAX_STEP100 PC-3;1;3-5-11-1-10-14-9-13-12-2-6-8-15-4-7-3;103.27;3-5-11-1-10-14-9-13-12-2-6-8-15-4-7-3;103.27
CR-0 PN-100 G-1 PP-50 SM-1 MAX_STEP100 PC-3;2;13-5-14-10-15-3-6-8-11-12-4-7-2-9-1-13;101.02;8-11-13-7-10-5-9-3-6-14-4-12-2-15-1-8;93.53
CR-0 PN-100 G-1 PP-50 SM-1 MAX_STEP100 PC-3;3;2-13-11-1-14-12-10-8-3-9-5-15-4-7-6-2;97.35;2-13-11-1-14-12-10-8-3-9-5-15-4-7-6-2;97.35
CR-0 PN-100 G-1 PP-50 SM-1 MAX_STEP100 PC-3;4;10-14-4-2-3-6-9-7-15-5-11-1-8-12-13-10;100.72;10-14-4-2-3-6-9-7-15-5-11-1-8-12-13-10;100.72
CR-0 PN-100 G-1 PP-50 SM-2 B-2 MAX_STEP10 PC-1;1;8-3-6-2-4-12-10-15-14-7-9-11-5-1-13-8;90.03;8-3-6-2-4-12-10-15-14-7-9-11-5-1-13-8;90.03
CR-0 PN-100 G-1 PP-50 SM-2 B-2 MAX_STEP10 PC-1;2;14-7-13-8-11-5-1-10-15-12-4-9-6-3-2-14;99.49;14-7-13-8-11-5-1-10-15-12-4-9-6-3-2-14;99.49
CR-0 PN-100 G-1 PP-50 SM-2 B-2 MAX_STEP10 PC-1;3;8-9-3-6-4-7-12-2-11-5-13-1-10-14-15-8;81.79;8-9-3-6-4-7-12-2-11-5-13-1-10-14-15-8;81.79
CR-0 PN-100 G-1 PP-50 SM-2 B-2 MAX_STEP10 PC-1;4;5-9-10-8-14-2-1-7-4-15-12-6-3-11-13-5;94.53;5-9-10-8-14-2-1-7-4-15-12-6-3-11-13-5;94.53
